"state"	"year"	"party_winner"
"1443"	"indiana"	"1900"	"R"
"1444"	"iowa"	"1900"	"R"
"1445"	"kansas"	"1900"	"R"
"1446"	"kentucky"	"1900"	"D"
"1447"	"louisiana"	"1900"	"D"
"1448"	"maine"	"1900"	"R"
"1449"	"maryland"	"1900"	"R"
"1450"	"massachusetts"	"1900"	"R"
"1451"	"michigan"	"1900"	"R"
"1452"	"minnesota"	"1900"	"R"
"1453"	"mississippi"	"1900"	"D"
"1454"	"missouri"	"1900"	"D"
"1455"	"montana"	"1900"	"D"
"1456"	"nebraska"	"1900"	"R"
"1457"	"nevada"	"1900"	"D"
"1458"	"new hampshire"	"1900"	"R"
"1459"	"new jersey"	"1900"	"R"
"1460"	"new mexico"	"1900"	NA
"1461"	"new york"	"1900"	"R"
"1462"	"north carolina"	"1900"	"D"
"1463"	"north dakota"	"1900"	"R"
"1464"	"ohio"	"1900"	"R"
"1465"	"oklahoma"	"1900"	NA
"1466"	"oregon"	"1900"	"R"
"1467"	"pennsylvania"	"1900"	"R"
"1468"	"rhode island"	"1900"	"R"
"1469"	"south carolina"	"1900"	"D"
"1470"	"south dakota"	"1900"	"R"
"1471"	"tennessee"	"1900"	"D"
"1472"	"texas"	"1900"	"D"
"1473"	"utah"	"1900"	"R"
"1474"	"vermont"	"1900"	"R"
"1475"	"virginia"	"1900"	"D"
"1476"	"washington"	"1900"	"R"
"1477"	"west virginia"	"1900"	"R"
"1478"	"wisconsin"	"1900"	"R"
"1479"	"wyoming"	"1900"	"R"
"1480"	"alabama"	"1904"	"D"
"1481"	"alaska"	"1904"	NA
"1482"	"arizona"	"1904"	NA
"1483"	"arkansas"	"1904"	"D"
"1484"	"california"	"1904"	"R"
"1485"	"colorado"	"1904"	"R"
"1486"	"connecticut"	"1904"	"R"
"1487"	"delaware"	"1904"	"R"
"1488"	"d.c."	"1904"	NA
"1489"	"florida"	"1904"	"D"
"1490"	"georgia"	"1904"	"D"
"1491"	"hawaii"	"1904"	NA
"1492"	"idaho"	"1904"	"R"
"1493"	"illinois"	"1904"	"R"
"1494"	"indiana"	"1904"	"R"
"1495"	"iowa"	"1904"	"R"
"1496"	"kansas"	"1904"	"R"
"1497"	"kentucky"	"1904"	"D"
"1498"	"louisiana"	"1904"	"D"
"1499"	"maine"	"1904"	"R"
"1500"	"maryland"	"1904"	"D"
"1501"	"massachusetts"	"1904"	"R"
"1502"	"michigan"	"1904"	"R"
"1503"	"minnesota"	"1904"	"R"
"1504"	"mississippi"	"1904"	"D"
"1505"	"missouri"	"1904"	"R"
"1506"	"montana"	"1904"	"R"
"1507"	"nebraska"	"1904"	"R"
"1508"	"nevada"	"1904"	"R"
"1509"	"new hampshire"	"1904"	"R"
"1510"	"new jersey"	"1904"	"R"
"1511"	"new mexico"	"1904"	NA
"1512"	"new york"	"1904"	"R"
"1513"	"north carolina"	"1904"	"D"
"1514"	"north dakota"	"1904"	"R"
"1515"	"ohio"	"1904"	"R"
"1516"	"oklahoma"	"1904"	NA
"1517"	"oregon"	"1904"	"R"
"1518"	"pennsylvania"	"1904"	"R"
"1519"	"rhode island"	"1904"	"R"
"1520"	"south carolina"	"1904"	"D"
"1521"	"south dakota"	"1904"	"R"
"1522"	"tennessee"	"1904"	"D"
"1523"	"texas"	"1904"	"D"
"1524"	"utah"	"1904"	"R"
"1525"	"vermont"	"1904"	"R"
"1526"	"virginia"	"1904"	"D"
"1527"	"washington"	"1904"	"R"
"1528"	"west virginia"	"1904"	"R"
"1529"	"wisconsin"	"1904"	"R"
"1530"	"wyoming"	"1904"	"R"
"1531"	"alabama"	"1908"	"D"
"1532"	"alaska"	"1908"	NA
"1533"	"arizona"	"1908"	NA
"1534"	"arkansas"	"1908"	"D"
"1535"	"california"	"1908"	"R"
"1536"	"colorado"	"1908"	"D"
"1537"	"connecticut"	"1908"	"R"
"1538"	"delaware"	"1908"	"R"
"1539"	"d.c."	"1908"	NA
"1540"	"florida"	"1908"	"D"
"1541"	"georgia"	"1908"	"D"
"1542"	"hawaii"	"1908"	NA
"1543"	"idaho"	"1908"	"R"
"1544"	"illinois"	"1908"	"R"
"1545"	"indiana"	"1908"	"R"
"1546"	"iowa"	"1908"	"R"
"1547"	"kansas"	"1908"	"R"
"1548"	"kentucky"	"1908"	"D"
"1549"	"louisiana"	"1908"	"D"
"1550"	"maine"	"1908"	"R"
"1551"	"maryland"	"1908"	"D"
"1552"	"massachusetts"	"1908"	"R"
"1553"	"michigan"	"1908"	"R"
"1554"	"minnesota"	"1908"	"R"
"1555"	"mississippi"	"1908"	"D"
"1556"	"missouri"	"1908"	"R"
"1557"	"montana"	"1908"	"R"
"1558"	"nebraska"	"1908"	"D"
"1559"	"nevada"	"1908"	"D"
"1560"	"new hampshire"	"1908"	"R"
"1561"	"new jersey"	"1908"	"R"
"1562"	"new mexico"	"1908"	NA
"1563"	"new york"	"1908"	"R"
"1564"	"north carolina"	"1908"	"D"
"1565"	"north dakota"	"1908"	"R"
"1566"	"ohio"	"1908"	"R"
"1567"	"oklahoma"	"1908"	"D"
"1568"	"oregon"	"1908"	"R"
"1569"	"pennsylvania"	"1908"	"R"
"1570"	"rhode island"	"1908"	"R"
"1571"	"south carolina"	"1908"	"D"
"1572"	"south dakota"	"1908"	"R"
"1573"	"tennessee"	"1908"	"D"
"1574"	"texas"	"1908"	"D"
"1575"	"utah"	"1908"	"R"
"1576"	"vermont"	"1908"	"R"
"1577"	"virginia"	"1908"	"D"
"1578"	"washington"	"1908"	"R"
"1579"	"west virginia"	"1908"	"R"
"1580"	"wisconsin"	"1908"	"R"
"1581"	"wyoming"	"1908"	"R"
"1582"	"alabama"	"1912"	"D"
"1583"	"alaska"	"1912"	NA
"1584"	"arizona"	"1912"	"D"
"1585"	"arkansas"	"1912"	"D"
"1586"	"california"	"1912"	"PR"
"1587"	"colorado"	"1912"	"D"
"1588"	"connecticut"	"1912"	"D"
"1589"	"delaware"	"1912"	"D"
"1590"	"d.c."	"1912"	NA
"1591"	"florida"	"1912"	"D"
"1592"	"georgia"	"1912"	"D"
"1593"	"hawaii"	"1912"	NA
"1594"	"idaho"	"1912"	"D"
"1595"	"illinois"	"1912"	"D"
"1596"	"indiana"	"1912"	"D"
"1597"	"iowa"	"1912"	"D"
"1598"	"kansas"	"1912"	"D"
"1599"	"kentucky"	"1912"	"D"
"1600"	"louisiana"	"1912"	"D"
"1601"	"maine"	"1912"	"D"
"1602"	"maryland"	"1912"	"D"
"1603"	"massachusetts"	"1912"	"D"
"1604"	"michigan"	"1912"	"PR"
"1605"	"minnesota"	"1912"	"PR"
"1606"	"mississippi"	"1912"	"D"
"1607"	"missouri"	"1912"	"D"
"1608"	"montana"	"1912"	"D"
"1609"	"nebraska"	"1912"	"D"
"1610"	"nevada"	"1912"	"D"
"1611"	"new hampshire"	"1912"	"D"
"1612"	"new jersey"	"1912"	"D"
"1613"	"new mexico"	"1912"	"D"
"1614"	"new york"	"1912"	"D"
"1615"	"north carolina"	"1912"	"D"
"1616"	"north dakota"	"1912"	"D"
"1617"	"ohio"	"1912"	"D"
"1618"	"oklahoma"	"1912"	"D"
"1619"	"oregon"	"1912"	"D"
"1620"	"pennsylvania"	"1912"	"PR"
"1621"	"rhode island"	"1912"	"D"
"1622"	"south carolina"	"1912"	"D"
"1623"	"south dakota"	"1912"	"PR"
"1624"	"tennessee"	"1912"	"D"
"1625"	"texas"	"1912"	"D"
"1626"	"utah"	"1912"	"R"
"1627"	"vermont"	"1912"	"R"
"1628"	"virginia"	"1912"	"D"
"1629"	"washington"	"1912"	"PR"
"1630"	"west virginia"	"1912"	"D"
"1631"	"wisconsin"	"1912"	"D"
"1632"	"wyoming"	"1912"	"D"
"1633"	"alabama"	"1916"	"D"
"1634"	"alaska"	"1916"	NA
"1635"	"arizona"	"1916"	"D"
"1636"	"arkansas"	"1916"	"D"
"1637"	"california"	"1916"	"D"
"1638"	"colorado"	"1916"	"D"
"1639"	"connecticut"	"1916"	"R"
"1640"	"delaware"	"1916"	"R"
"1641"	"d.c."	"1916"	NA
"1642"	"florida"	"1916"	"D"
"1643"	"georgia"	"1916"	"D"
"1644"	"hawaii"	"1916"	NA
"1645"	"idaho"	"1916"	"D"
"1646"	"illinois"	"1916"	"R"
"1647"	"indiana"	"1916"	"R"
"1648"	"iowa"	"1916"	"R"
"1649"	"kansas"	"1916"	"D"
"1650"	"kentucky"	"1916"	"D"
"1651"	"louisiana"	"1916"	"D"
"1652"	"maine"	"1916"	"R"
"1653"	"maryland"	"1916"	"D"
"1654"	"massachusetts"	"1916"	"R"
"1655"	"michigan"	"1916"	"R"
"1656"	"minnesota"	"1916"	"R"
"1657"	"mississippi"	"1916"	"D"
