"state"	"year"	"party_winner"
"1"	"alabama"	"1789"	NA
"2"	"alaska"	"1789"	NA
"3"	"arizona"	"1789"	NA
"4"	"arkansas"	"1789"	NA
"5"	"california"	"1789"	NA
"6"	"colorado"	"1789"	NA
"7"	"connecticut"	"1789"	"GW"
"8"	"delaware"	"1789"	"GW"
"9"	"d.c."	"1789"	NA
"10"	"florida"	"1789"	NA
"11"	"georgia"	"1789"	"GW"
"12"	"hawaii"	"1789"	NA
"13"	"idaho"	"1789"	NA
"14"	"illinois"	"1789"	NA
"15"	"indiana"	"1789"	NA
"16"	"iowa"	"1789"	NA
"17"	"kansas"	"1789"	NA
"18"	"kentucky"	"1789"	NA
"19"	"louisiana"	"1789"	NA
"20"	"maine"	"1789"	NA
"21"	"maryland"	"1789"	"GW"
"22"	"massachusetts"	"1789"	"GW"
"23"	"michigan"	"1789"	NA
"24"	"minnesota"	"1789"	NA
"25"	"mississippi"	"1789"	NA
"26"	"missouri"	"1789"	NA
"27"	"montana"	"1789"	NA
"28"	"nebraska"	"1789"	NA
"29"	"nevada"	"1789"	NA
"30"	"new hampshire"	"1789"	"GW"
"31"	"new jersey"	"1789"	"GW"
"32"	"new mexico"	"1789"	NA
"33"	"new york"	"1789"	"GW"
"34"	"north carolina"	"1789"	NA
"35"	"north dakota"	"1789"	NA
"36"	"ohio"	"1789"	NA
"37"	"oklahoma"	"1789"	NA
"38"	"oregon"	"1789"	NA
"39"	"pennsylvania"	"1789"	"GW"
"40"	"rhode island"	"1789"	NA
"41"	"south carolina"	"1789"	"GW"
"42"	"south dakota"	"1789"	NA
"43"	"tennessee"	"1789"	NA
"44"	"texas"	"1789"	NA
"45"	"utah"	"1789"	NA
"46"	"vermont"	"1789"	NA
"47"	"virginia"	"1789"	"GW"
"48"	"washington"	"1789"	NA
"49"	"west virginia"	"1789"	NA
"50"	"wisconsin"	"1789"	NA
"51"	"wyoming"	"1789"	NA
"52"	"alabama"	"1792"	NA
"53"	"alaska"	"1792"	NA
"54"	"arizona"	"1792"	NA
"55"	"arkansas"	"1792"	NA
"56"	"california"	"1792"	NA
"57"	"colorado"	"1792"	NA
"58"	"connecticut"	"1792"	"GW"
"59"	"delaware"	"1792"	"GW"
"60"	"d.c."	"1792"	NA
"61"	"florida"	"1792"	NA
"62"	"georgia"	"1792"	"GW"
"63"	"hawaii"	"1792"	NA
"64"	"idaho"	"1792"	NA
"65"	"illinois"	"1792"	NA
"66"	"indiana"	"1792"	NA
"67"	"iowa"	"1792"	NA
"68"	"kansas"	"1792"	NA
"69"	"kentucky"	"1792"	"GW"
"70"	"louisiana"	"1792"	NA
"71"	"maine"	"1792"	NA
"72"	"maryland"	"1792"	"GW"
"73"	"massachusetts"	"1792"	"GW"
"74"	"michigan"	"1792"	NA
"75"	"minnesota"	"1792"	NA
"76"	"mississippi"	"1792"	NA
"77"	"missouri"	"1792"	NA
"78"	"montana"	"1792"	NA
"79"	"nebraska"	"1792"	NA
"80"	"nevada"	"1792"	NA
"81"	"new hampshire"	"1792"	"GW"
"82"	"new jersey"	"1792"	"GW"
"83"	"new mexico"	"1792"	NA
"84"	"new york"	"1792"	"GW"
"85"	"north carolina"	"1792"	"GW"
"86"	"north dakota"	"1792"	NA
"87"	"ohio"	"1792"	NA
"88"	"oklahoma"	"1792"	NA
"89"	"oregon"	"1792"	NA
"90"	"pennsylvania"	"1792"	"GW"
"91"	"rhode island"	"1792"	"GW"
"92"	"south carolina"	"1792"	"GW"
"93"	"south dakota"	"1792"	NA
"94"	"tennessee"	"1792"	NA
"95"	"texas"	"1792"	NA
"96"	"utah"	"1792"	NA
"97"	"vermont"	"1792"	"GW"
"98"	"virginia"	"1792"	"GW"
"99"	"washington"	"1792"	NA
"100"	"west virginia"	"1792"	NA
"101"	"wisconsin"	"1792"	NA
"102"	"wyoming"	"1792"	NA
"103"	"alabama"	"1796"	NA
"104"	"alaska"	"1796"	NA
"105"	"arizona"	"1796"	NA
"106"	"arkansas"	"1796"	NA
"107"	"california"	"1796"	NA
"108"	"colorado"	"1796"	NA
"109"	"connecticut"	"1796"	"F"
"110"	"delaware"	"1796"	"F"
"111"	"d.c."	"1796"	NA
"112"	"florida"	"1796"	NA
"113"	"georgia"	"1796"	"DR"
"114"	"hawaii"	"1796"	NA
"115"	"idaho"	"1796"	NA
"116"	"illinois"	"1796"	NA
"117"	"indiana"	"1796"	NA
"118"	"iowa"	"1796"	NA
"119"	"kansas"	"1796"	NA
"120"	"kentucky"	"1796"	"DR"
"121"	"louisiana"	"1796"	NA
"122"	"maine"	"1796"	NA
"123"	"maryland"	"1796"	"F"
"124"	"massachusetts"	"1796"	"F"
"125"	"michigan"	"1796"	NA
"126"	"minnesota"	"1796"	NA
"127"	"mississippi"	"1796"	NA
"128"	"missouri"	"1796"	NA
"129"	"montana"	"1796"	NA
"130"	"nebraska"	"1796"	NA
"131"	"nevada"	"1796"	NA
"132"	"new hampshire"	"1796"	"F"
"133"	"new jersey"	"1796"	"F"
"134"	"new mexico"	"1796"	NA
"135"	"new york"	"1796"	"F"
"136"	"north carolina"	"1796"	"DR"
"137"	"north dakota"	"1796"	NA
"138"	"ohio"	"1796"	NA
"139"	"oklahoma"	"1796"	NA
"140"	"oregon"	"1796"	NA
"141"	"pennsylvania"	"1796"	"DR"
"142"	"rhode island"	"1796"	"F"
"143"	"south carolina"	"1796"	"DR"
"144"	"south dakota"	"1796"	NA
"145"	"tennessee"	"1796"	"DR"
"146"	"texas"	"1796"	NA
"147"	"utah"	"1796"	NA
"148"	"vermont"	"1796"	"F"
"149"	"virginia"	"1796"	"DR"
"150"	"washington"	"1796"	NA
"151"	"west virginia"	"1796"	NA
"152"	"wisconsin"	"1796"	NA
"153"	"wyoming"	"1796"	NA
"154"	"alabama"	"1800"	NA
"155"	"alaska"	"1800"	NA
"156"	"arizona"	"1800"	NA
"157"	"arkansas"	"1800"	NA
"158"	"california"	"1800"	NA
"159"	"colorado"	"1800"	NA
"160"	"connecticut"	"1800"	"F"
"161"	"delaware"	"1800"	"F"
"162"	"d.c."	"1800"	NA
"163"	"florida"	"1800"	NA
"164"	"georgia"	"1800"	"DR"
"165"	"hawaii"	"1800"	NA
"166"	"idaho"	"1800"	NA
"167"	"illinois"	"1800"	NA
"168"	"indiana"	"1800"	NA
"169"	"iowa"	"1800"	NA
"170"	"kansas"	"1800"	NA
"171"	"kentucky"	"1800"	"DR"
"172"	"louisiana"	"1800"	NA
"173"	"maine"	"1800"	NA
"174"	"maryland"	"1800"	"SP"
"175"	"massachusetts"	"1800"	"F"
"176"	"michigan"	"1800"	NA
"177"	"minnesota"	"1800"	NA
"178"	"mississippi"	"1800"	NA
"179"	"missouri"	"1800"	NA
"180"	"montana"	"1800"	NA
"181"	"nebraska"	"1800"	NA
"182"	"nevada"	"1800"	NA
"183"	"new hampshire"	"1800"	"F"
"184"	"new jersey"	"1800"	"F"
"185"	"new mexico"	"1800"	NA
"186"	"new york"	"1800"	"DR"
"187"	"north carolina"	"1800"	"DR"
"188"	"north dakota"	"1800"	NA
"189"	"ohio"	"1800"	NA
"190"	"oklahoma"	"1800"	NA
"191"	"oregon"	"1800"	NA
"192"	"pennsylvania"	"1800"	"DR"
"193"	"rhode island"	"1800"	"F"
"194"	"south carolina"	"1800"	"DR"
"195"	"south dakota"	"1800"	NA
"196"	"tennessee"	"1800"	"DR"
"197"	"texas"	"1800"	NA
"198"	"utah"	"1800"	NA
"199"	"vermont"	"1800"	"F"
"200"	"virginia"	"1800"	"DR"
"201"	"washington"	"1800"	NA
"202"	"west virginia"	"1800"	NA
"203"	"wisconsin"	"1800"	NA
"204"	"wyoming"	"1800"	NA
"205"	"alabama"	"1804"	NA
"206"	"alaska"	"1804"	NA
"207"	"arizona"	"1804"	NA
"208"	"arkansas"	"1804"	NA
"209"	"california"	"1804"	NA
"210"	"colorado"	"1804"	NA
"211"	"connecticut"	"1804"	"F"
"212"	"delaware"	"1804"	"F"
"213"	"d.c."	"1804"	NA
"214"	"florida"	"1804"	NA
"215"	"georgia"	"1804"	"DR"
"216"	"hawaii"	"1804"	NA
"217"	"idaho"	"1804"	NA
"218"	"illinois"	"1804"	NA
"219"	"indiana"	"1804"	NA
"220"	"iowa"	"1804"	NA
"221"	"kansas"	"1804"	NA
"222"	"kentucky"	"1804"	"DR"
"223"	"louisiana"	"1804"	NA
"224"	"maine"	"1804"	NA
"225"	"maryland"	"1804"	"DR"
"226"	"massachusetts"	"1804"	"DR"
"227"	"michigan"	"1804"	NA
"228"	"minnesota"	"1804"	NA
"229"	"mississippi"	"1804"	NA
"230"	"missouri"	"1804"	NA
"231"	"montana"	"1804"	NA
"232"	"nebraska"	"1804"	NA
"233"	"nevada"	"1804"	NA
"234"	"new hampshire"	"1804"	"DR"
"235"	"new jersey"	"1804"	"DR"
"236"	"new mexico"	"1804"	NA
"237"	"new york"	"1804"	"DR"
"238"	"north carolina"	"1804"	"DR"
"239"	"north dakota"	"1804"	NA
"240"	"ohio"	"1804"	"DR"
"241"	"oklahoma"	"1804"	NA
"242"	"oregon"	"1804"	NA
"243"	"pennsylvania"	"1804"	"DR"
"244"	"rhode island"	"1804"	"DR"
"245"	"south carolina"	"1804"	"DR"
"246"	"south dakota"	"1804"	NA
"247"	"tennessee"	"1804"	"DR"
"248"	"texas"	"1804"	NA
"249"	"utah"	"1804"	NA
"250"	"vermont"	"1804"	"DR"
"251"	"virginia"	"1804"	"DR"
"252"	"washington"	"1804"	NA
"253"	"west virginia"	"1804"	NA
"254"	"wisconsin"	"1804"	NA
"255"	"wyoming"	"1804"	NA
"256"	"alabama"	"1808"	NA
"257"	"alaska"	"1808"	NA
"258"	"arizona"	"1808"	NA
"259"	"arkansas"	"1808"	NA
"260"	"california"	"1808"	NA
"261"	"colorado"	"1808"	NA
"262"	"connecticut"	"1808"	"F"
"263"	"delaware"	"1808"	"F"
"264"	"d.c."	"1808"	NA
"265"	"florida"	"1808"	NA
"266"	"georgia"	"1808"	"DR"
"267"	"hawaii"	"1808"	NA
"268"	"idaho"	"1808"	NA
"269"	"illinois"	"1808"	NA
"270"	"indiana"	"1808"	NA
"271"	"iowa"	"1808"	NA
"272"	"kansas"	"1808"	NA
"273"	"kentucky"	"1808"	"DR"
"274"	"louisiana"	"1808"	NA
"275"	"maine"	"1808"	NA
"276"	"maryland"	"1808"	"DR"
"277"	"massachusetts"	"1808"	"F"
"278"	"michigan"	"1808"	NA
"279"	"minnesota"	"1808"	NA
"280"	"mississippi"	"1808"	NA
"281"	"missouri"	"1808"	NA
"282"	"montana"	"1808"	NA
"283"	"nebraska"	"1808"	NA
"284"	"nevada"	"1808"	NA
"285"	"new hampshire"	"1808"	"F"
"286"	"new jersey"	"1808"	"DR"
"287"	"new mexico"	"1808"	NA
"288"	"new york"	"1808"	"DR"
"289"	"north carolina"	"1808"	"DR"
"290"	"north dakota"	"1808"	NA
"291"	"ohio"	"1808"	"DR"
"292"	"oklahoma"	"1808"	NA
"293"	"oregon"	"1808"	NA
"294"	"pennsylvania"	"1808"	"DR"
"295"	"rhode island"	"1808"	"F"
"296"	"south carolina"	"1808"	"DR"
"297"	"south dakota"	"1808"	NA
"298"	"tennessee"	"1808"	"DR"
"299"	"texas"	"1808"	NA
"300"	"utah"	"1808"	NA
"301"	"vermont"	"1808"	"DR"
"302"	"virginia"	"1808"	"DR"
"303"	"washington"	"1808"	NA
"304"	"west virginia"	"1808"	NA
"305"	"wisconsin"	"1808"	NA
"306"	"wyoming"	"1808"	NA
"307"	"alabama"	"1812"	NA
"308"	"alaska"	"1812"	NA
"309"	"arizona"	"1812"	NA
"310"	"arkansas"	"1812"	NA
"311"	"california"	"1812"	NA
"312"	"colorado"	"1812"	NA
"313"	"connecticut"	"1812"	"F"
"314"	"delaware"	"1812"	"F"
"315"	"d.c."	"1812"	NA
"316"	"florida"	"1812"	NA
"317"	"georgia"	"1812"	"DR"
"318"	"hawaii"	"1812"	NA
"319"	"idaho"	"1812"	NA
"320"	"illinois"	"1812"	NA
"321"	"indiana"	"1812"	NA
"322"	"iowa"	"1812"	NA
"323"	"kansas"	"1812"	NA
"324"	"kentucky"	"1812"	"DR"
"325"	"louisiana"	"1812"	"DR"
"326"	"maine"	"1812"	NA
"327"	"maryland"	"1812"	"DR"
"328"	"massachusetts"	"1812"	"F"
"329"	"michigan"	"1812"	NA
"330"	"minnesota"	"1812"	NA
"331"	"mississippi"	"1812"	NA
"332"	"missouri"	"1812"	NA
"333"	"montana"	"1812"	NA
"334"	"nebraska"	"1812"	NA
"335"	"nevada"	"1812"	NA
"336"	"new hampshire"	"1812"	"F"
"337"	"new jersey"	"1812"	"F"
"338"	"new mexico"	"1812"	NA
"339"	"new york"	"1812"	"F"
"340"	"north carolina"	"1812"	"DR"
"341"	"north dakota"	"1812"	NA
"342"	"ohio"	"1812"	"DR"
"343"	"oklahoma"	"1812"	NA
"344"	"oregon"	"1812"	NA
"345"	"pennsylvania"	"1812"	"DR"
"346"	"rhode island"	"1812"	"F"
"347"	"south carolina"	"1812"	"DR"
"348"	"south dakota"	"1812"	NA
"349"	"tennessee"	"1812"	"DR"
"350"	"texas"	"1812"	NA
"351"	"utah"	"1812"	NA
"352"	"vermont"	"1812"	"DR"
"353"	"virginia"	"1812"	"DR"
"354"	"washington"	"1812"	NA
"355"	"west virginia"	"1812"	NA
"356"	"wisconsin"	"1812"	NA
"357"	"wyoming"	"1812"	NA
"358"	"alabama"	"1816"	NA
"359"	"alaska"	"1816"	NA
"360"	"arizona"	"1816"	NA
"361"	"arkansas"	"1816"	NA
"362"	"california"	"1816"	NA
"363"	"colorado"	"1816"	NA
"364"	"connecticut"	"1816"	"F"
"365"	"delaware"	"1816"	"F"
"366"	"d.c."	"1816"	NA
"367"	"florida"	"1816"	NA
"368"	"georgia"	"1816"	"DR"
"369"	"hawaii"	"1816"	NA
"370"	"idaho"	"1816"	NA
"371"	"illinois"	"1816"	NA
"372"	"indiana"	"1816"	"DR"
"373"	"iowa"	"1816"	NA
"374"	"kansas"	"1816"	NA
"375"	"kentucky"	"1816"	"DR"
"376"	"louisiana"	"1816"	"DR"
"377"	"maine"	"1816"	NA
"378"	"maryland"	"1816"	"DR"
"379"	"massachusetts"	"1816"	"F"
"380"	"michigan"	"1816"	NA
"381"	"minnesota"	"1816"	NA
"382"	"mississippi"	"1816"	NA
"383"	"missouri"	"1816"	NA
"384"	"montana"	"1816"	NA
"385"	"nebraska"	"1816"	NA
"386"	"nevada"	"1816"	NA
"387"	"new hampshire"	"1816"	"DR"
"388"	"new jersey"	"1816"	"DR"
"389"	"new mexico"	"1816"	NA
"390"	"new york"	"1816"	"DR"
"391"	"north carolina"	"1816"	"DR"
"392"	"north dakota"	"1816"	NA
"393"	"ohio"	"1816"	"DR"
"394"	"oklahoma"	"1816"	NA
"395"	"oregon"	"1816"	NA
"396"	"pennsylvania"	"1816"	"DR"
"397"	"rhode island"	"1816"	"DR"
"398"	"south carolina"	"1816"	"DR"
"399"	"south dakota"	"1816"	NA
"400"	"tennessee"	"1816"	"DR"
"401"	"texas"	"1816"	NA
"402"	"utah"	"1816"	NA
"403"	"vermont"	"1816"	"DR"
"404"	"virginia"	"1816"	"DR"
"405"	"washington"	"1816"	NA
"406"	"west virginia"	"1816"	NA
"407"	"wisconsin"	"1816"	NA
"408"	"wyoming"	"1816"	NA
"409"	"alabama"	"1820"	"DR"
"410"	"alaska"	"1820"	NA
"411"	"arizona"	"1820"	NA
"412"	"arkansas"	"1820"	NA
"413"	"california"	"1820"	NA
"414"	"colorado"	"1820"	NA
"415"	"connecticut"	"1820"	"DR"
"416"	"delaware"	"1820"	"DR"
"417"	"d.c."	"1820"	NA
"418"	"florida"	"1820"	NA
"419"	"georgia"	"1820"	"DR"
"420"	"hawaii"	"1820"	NA
"421"	"idaho"	"1820"	NA
"422"	"illinois"	"1820"	"DR"
"423"	"indiana"	"1820"	"DR"
"424"	"iowa"	"1820"	NA
"425"	"kansas"	"1820"	NA
"426"	"kentucky"	"1820"	"DR"
"427"	"louisiana"	"1820"	"DR"
"428"	"maine"	"1820"	"DR"
"429"	"maryland"	"1820"	"DR"
"430"	"massachusetts"	"1820"	"DR"
"431"	"michigan"	"1820"	NA
"432"	"minnesota"	"1820"	NA
"433"	"mississippi"	"1820"	"DR"
"434"	"missouri"	"1820"	"DR"
"435"	"montana"	"1820"	NA
"436"	"nebraska"	"1820"	NA
"437"	"nevada"	"1820"	NA
"438"	"new hampshire"	"1820"	"DR"
"439"	"new jersey"	"1820"	"DR"
"440"	"new mexico"	"1820"	NA
"441"	"new york"	"1820"	"DR"
"442"	"north carolina"	"1820"	"DR"
"443"	"north dakota"	"1820"	NA
"444"	"ohio"	"1820"	"DR"
"445"	"oklahoma"	"1820"	NA
"446"	"oregon"	"1820"	NA
"447"	"pennsylvania"	"1820"	"DR"
"448"	"rhode island"	"1820"	"DR"
"449"	"south carolina"	"1820"	"DR"
"450"	"south dakota"	"1820"	NA
"451"	"tennessee"	"1820"	"DR"
"452"	"texas"	"1820"	NA
"453"	"utah"	"1820"	NA
"454"	"vermont"	"1820"	"DR"
"455"	"virginia"	"1820"	"DR"
"456"	"washington"	"1820"	NA
"457"	"west virginia"	"1820"	NA
"458"	"wisconsin"	"1820"	NA
"459"	"wyoming"	"1820"	NA
"460"	"alabama"	"1824"	"Jackson"
"461"	"alaska"	"1824"	NA
"462"	"arizona"	"1824"	NA
"463"	"arkansas"	"1824"	NA
"464"	"california"	"1824"	NA
"465"	"colorado"	"1824"	NA
"466"	"connecticut"	"1824"	"Adams"
"467"	"delaware"	"1824"	"Crawford"
"468"	"d.c."	"1824"	NA
"469"	"florida"	"1824"	NA
"470"	"georgia"	"1824"	"Crawford"
"471"	"hawaii"	"1824"	NA
"472"	"idaho"	"1824"	NA
"473"	"illinois"	"1824"	"Jackson"
"474"	"indiana"	"1824"	"Jackson"
"475"	"iowa"	"1824"	NA
"476"	"kansas"	"1824"	NA
"477"	"kentucky"	"1824"	"Clay"
"478"	"louisiana"	"1824"	"Jackson"
"479"	"maine"	"1824"	"Adams"
"480"	"maryland"	"1824"	"Jackson"
"481"	"massachusetts"	"1824"	"Adams"
"482"	"michigan"	"1824"	NA
"483"	"minnesota"	"1824"	NA
"484"	"mississippi"	"1824"	"Jackson"
"485"	"missouri"	"1824"	"Jackson"
"486"	"montana"	"1824"	NA
"487"	"nebraska"	"1824"	NA
"488"	"nevada"	"1824"	NA
"489"	"new hampshire"	"1824"	"Adams"
"490"	"new jersey"	"1824"	"Jackson"
"491"	"new mexico"	"1824"	NA
"492"	"new york"	"1824"	"Adams"
"493"	"north carolina"	"1824"	"Jackson"
"494"	"north dakota"	"1824"	NA
"495"	"ohio"	"1824"	"Clay"
"496"	"oklahoma"	"1824"	NA
"497"	"oregon"	"1824"	NA
"498"	"pennsylvania"	"1824"	"Jackson"
"499"	"rhode island"	"1824"	"Adams"
"500"	"south carolina"	"1824"	"Jackson"
"501"	"south dakota"	"1824"	NA
"502"	"tennessee"	"1824"	"Jackson"
"503"	"texas"	"1824"	NA
"504"	"utah"	"1824"	NA
"505"	"vermont"	"1824"	"Adams"
"506"	"virginia"	"1824"	"Crawford"
"507"	"washington"	"1824"	NA
"508"	"west virginia"	"1824"	NA
"509"	"wisconsin"	"1824"	NA
"510"	"wyoming"	"1824"	NA
"511"	"alabama"	"1828"	"D"
"512"	"alaska"	"1828"	NA
"513"	"arizona"	"1828"	NA
"514"	"arkansas"	"1828"	NA
"515"	"california"	"1828"	NA
"516"	"colorado"	"1828"	NA
"517"	"connecticut"	"1828"	"NR"
"518"	"delaware"	"1828"	"NR"
"519"	"d.c."	"1828"	NA
"520"	"florida"	"1828"	NA
"521"	"georgia"	"1828"	"D"
"522"	"hawaii"	"1828"	NA
"523"	"idaho"	"1828"	NA
"524"	"illinois"	"1828"	"D"
"525"	"indiana"	"1828"	"D"
"526"	"iowa"	"1828"	NA
"527"	"kansas"	"1828"	NA
"528"	"kentucky"	"1828"	"D"
"529"	"louisiana"	"1828"	"D"
"530"	"maine"	"1828"	"NR"
"531"	"maryland"	"1828"	"NR"
"532"	"massachusetts"	"1828"	"NR"
"533"	"michigan"	"1828"	NA
"534"	"minnesota"	"1828"	NA
"535"	"mississippi"	"1828"	"D"
"536"	"missouri"	"1828"	"D"
"537"	"montana"	"1828"	NA
"538"	"nebraska"	"1828"	NA
"539"	"nevada"	"1828"	NA
"540"	"new hampshire"	"1828"	"NR"
"541"	"new jersey"	"1828"	"NR"
"542"	"new mexico"	"1828"	NA
"543"	"new york"	"1828"	"D"
"544"	"north carolina"	"1828"	"D"
"545"	"north dakota"	"1828"	NA
"546"	"ohio"	"1828"	"D"
"547"	"oklahoma"	"1828"	NA
"548"	"oregon"	"1828"	NA
"549"	"pennsylvania"	"1828"	"D"
"550"	"rhode island"	"1828"	"NR"
"551"	"south carolina"	"1828"	"D"
"552"	"south dakota"	"1828"	NA
"553"	"tennessee"	"1828"	"D"
"554"	"texas"	"1828"	NA
"555"	"utah"	"1828"	NA
"556"	"vermont"	"1828"	"NR"
"557"	"virginia"	"1828"	"D"
"558"	"washington"	"1828"	NA
"559"	"west virginia"	"1828"	NA
"560"	"wisconsin"	"1828"	NA
"561"	"wyoming"	"1828"	NA
"562"	"alabama"	"1832"	"D"
"563"	"alaska"	"1832"	NA
"564"	"arizona"	"1832"	NA
"565"	"arkansas"	"1832"	NA
"566"	"california"	"1832"	NA
"567"	"colorado"	"1832"	NA
"568"	"connecticut"	"1832"	"NR"
"569"	"delaware"	"1832"	"NR"
"570"	"d.c."	"1832"	NA
"571"	"florida"	"1832"	NA
"572"	"georgia"	"1832"	"D"
"573"	"hawaii"	"1832"	NA
"574"	"idaho"	"1832"	NA
"575"	"illinois"	"1832"	"D"
"576"	"indiana"	"1832"	"D"
"577"	"iowa"	"1832"	NA
"578"	"kansas"	"1832"	NA
"579"	"kentucky"	"1832"	"NR"
"580"	"louisiana"	"1832"	"D"
"581"	"maine"	"1832"	"D"
"582"	"maryland"	"1832"	"NR"
"583"	"massachusetts"	"1832"	"NR"
"584"	"michigan"	"1832"	NA
"585"	"minnesota"	"1832"	NA
"586"	"mississippi"	"1832"	"D"
"587"	"missouri"	"1832"	"D"
"588"	"montana"	"1832"	NA
"589"	"nebraska"	"1832"	NA
"590"	"nevada"	"1832"	NA
"591"	"new hampshire"	"1832"	"D"
"592"	"new jersey"	"1832"	"D"
"593"	"new mexico"	"1832"	NA
"594"	"new york"	"1832"	"D"
"595"	"north carolina"	"1832"	"D"
"596"	"north dakota"	"1832"	NA
"597"	"ohio"	"1832"	"D"
"598"	"oklahoma"	"1832"	NA
"599"	"oregon"	"1832"	NA
"600"	"pennsylvania"	"1832"	"D"
"601"	"rhode island"	"1832"	"NR"
"602"	"south carolina"	"1832"	"N"
"603"	"south dakota"	"1832"	NA
"604"	"tennessee"	"1832"	"D"
"605"	"texas"	"1832"	NA
"606"	"utah"	"1832"	NA
"607"	"vermont"	"1832"	"AM"
"608"	"virginia"	"1832"	"D"
"609"	"washington"	"1832"	NA
"610"	"west virginia"	"1832"	NA
"611"	"wisconsin"	"1832"	NA
"612"	"wyoming"	"1832"	NA
"613"	"alabama"	"1836"	"D"
"614"	"alaska"	"1836"	NA
"615"	"arizona"	"1836"	NA
"616"	"arkansas"	"1836"	"D"
"617"	"california"	"1836"	NA
"618"	"colorado"	"1836"	NA
"619"	"connecticut"	"1836"	"D"
"620"	"delaware"	"1836"	"W"
"621"	"d.c."	"1836"	NA
"622"	"florida"	"1836"	NA
"623"	"georgia"	"1836"	"W"
"624"	"hawaii"	"1836"	NA
"625"	"idaho"	"1836"	NA
"626"	"illinois"	"1836"	"D"
"627"	"indiana"	"1836"	"W"
"628"	"iowa"	"1836"	NA
"629"	"kansas"	"1836"	NA
"630"	"kentucky"	"1836"	"W"
"631"	"louisiana"	"1836"	"D"
"632"	"maine"	"1836"	"D"
"633"	"maryland"	"1836"	"W"
"634"	"massachusetts"	"1836"	"W"
"635"	"michigan"	"1836"	"D"
"636"	"minnesota"	"1836"	NA
"637"	"mississippi"	"1836"	"D"
"638"	"missouri"	"1836"	"D"
"639"	"montana"	"1836"	NA
"640"	"nebraska"	"1836"	NA
"641"	"nevada"	"1836"	NA
"642"	"new hampshire"	"1836"	"D"
"643"	"new jersey"	"1836"	"W"
"644"	"new mexico"	"1836"	NA
"645"	"new york"	"1836"	"D"
"646"	"north carolina"	"1836"	"D"
"647"	"north dakota"	"1836"	NA
"648"	"ohio"	"1836"	"W"
"649"	"oklahoma"	"1836"	NA
"650"	"oregon"	"1836"	NA
"651"	"pennsylvania"	"1836"	"D"
"652"	"rhode island"	"1836"	"D"
"653"	"south carolina"	"1836"	"W"
"654"	"south dakota"	"1836"	NA
"655"	"tennessee"	"1836"	"W"
"656"	"texas"	"1836"	NA
"657"	"utah"	"1836"	NA
"658"	"vermont"	"1836"	"W"
"659"	"virginia"	"1836"	"D"
"660"	"washington"	"1836"	NA
"661"	"west virginia"	"1836"	NA
"662"	"wisconsin"	"1836"	NA
"663"	"wyoming"	"1836"	NA
"664"	"alabama"	"1840"	"D"
"665"	"alaska"	"1840"	NA
"666"	"arizona"	"1840"	NA
"667"	"arkansas"	"1840"	"D"
"668"	"california"	"1840"	NA
"669"	"colorado"	"1840"	NA
"670"	"connecticut"	"1840"	"W"
"671"	"delaware"	"1840"	"W"
"672"	"d.c."	"1840"	NA
"673"	"florida"	"1840"	NA
"674"	"georgia"	"1840"	"W"
"675"	"hawaii"	"1840"	NA
"676"	"idaho"	"1840"	NA
"677"	"illinois"	"1840"	"D"
"678"	"indiana"	"1840"	"W"
"679"	"iowa"	"1840"	NA
"680"	"kansas"	"1840"	NA
"681"	"kentucky"	"1840"	"W"
"682"	"louisiana"	"1840"	"W"
"683"	"maine"	"1840"	"W"
"684"	"maryland"	"1840"	"W"
"685"	"massachusetts"	"1840"	"W"
"686"	"michigan"	"1840"	"W"
"687"	"minnesota"	"1840"	NA
"688"	"mississippi"	"1840"	"W"
"689"	"missouri"	"1840"	"D"
"690"	"montana"	"1840"	NA
"691"	"nebraska"	"1840"	NA
"692"	"nevada"	"1840"	NA
"693"	"new hampshire"	"1840"	"D"
"694"	"new jersey"	"1840"	"W"
"695"	"new mexico"	"1840"	NA
"696"	"new york"	"1840"	"W"
"697"	"north carolina"	"1840"	"W"
"698"	"north dakota"	"1840"	NA
"699"	"ohio"	"1840"	"W"
"700"	"oklahoma"	"1840"	NA
"701"	"oregon"	"1840"	NA
"702"	"pennsylvania"	"1840"	"W"
"703"	"rhode island"	"1840"	"W"
"704"	"south carolina"	"1840"	"D"
"705"	"south dakota"	"1840"	NA
"706"	"tennessee"	"1840"	"W"
"707"	"texas"	"1840"	NA
"708"	"utah"	"1840"	NA
"709"	"vermont"	"1840"	"W"
"710"	"virginia"	"1840"	"D"
"711"	"washington"	"1840"	NA
"712"	"west virginia"	"1840"	NA
"713"	"wisconsin"	"1840"	NA
"714"	"wyoming"	"1840"	NA
"715"	"alabama"	"1844"	"D"
"716"	"alaska"	"1844"	NA
"717"	"arizona"	"1844"	NA
"718"	"arkansas"	"1844"	"D"
"719"	"california"	"1844"	NA
"720"	"colorado"	"1844"	NA
"721"	"connecticut"	"1844"	"W"
"722"	"delaware"	"1844"	"W"
"723"	"d.c."	"1844"	NA
"724"	"florida"	"1844"	NA
"725"	"georgia"	"1844"	"D"
"726"	"hawaii"	"1844"	NA
"727"	"idaho"	"1844"	NA
"728"	"illinois"	"1844"	"D"
"729"	"indiana"	"1844"	"D"
"730"	"iowa"	"1844"	NA
"731"	"kansas"	"1844"	NA
"732"	"kentucky"	"1844"	"W"
"733"	"louisiana"	"1844"	"D"
"734"	"maine"	"1844"	"D"
